,Country,Year,Energy
2776,United Kingdom,1995,9.19
2777,Other Europe,1995,1.13
2778,Azerbaijan,1995,0.58
2779,Belarus,1995,0.9
2780,Kazakhstan,1995,2.16
2781,Russian Federation,1995,27.73
2782,Turkmenistan,1995,0.39
2783,Uzbekistan,1995,1.83
2784,Other CIS,1995,0.62
2785,Iran,1995,3.81
2786,Iraq,1995,1.26
2787,Israel,1995,0.7
2788,Kuwait,1995,0.54
2789,Oman,1995,0.24
2790,Qatar,1995,0.56
2791,Saudi Arabia,1995,4.07
2792,United Arab Emirates,1995,1.75
2793,Other Middle East,1995,1.45
2794,Algeria,1995,1.13
2795,Egypt,1995,1.58
2796,Morocco,1995,0.37
2797,South Africa,1995,4.02
2798,Eastern Africa,1995,0.93
2799,Middle Africa,1995,0.31
2800,Western Africa,1995,1.04
2801,Other Northern Africa,1995,0.81
2802,Other Southern Africa,1995,0.11
2803,Australia,1995,4.16
2804,Bangladesh,1995,0.39
2805,China,1995,37.27
2806,China Hong Kong SAR,1995,0.65
2807,India,1995,10.67
2808,Indonesia,1995,3.13
2809,Japan,1995,21.49
2810,Malaysia,1995,1.43
2811,New Zealand,1995,0.77
2812,Pakistan,1995,1.48
2813,Philippines,1995,0.91
2814,Singapore,1995,1.4
2815,South Korea,1995,6.32
2816,Sri Lanka,1995,0.15
2817,Taiwan,1995,2.82
2818,Thailand,1995,2.22
2819,Vietnam,1995,0.46
2820,Other Asia Pacific,1995,1.6
2821,Canada,1996,12.51
2822,Mexico,1996,5.23
2823,United States of America,1996,90.58
2824,Argentina,1996,2.37
2825,Brazil,1996,7.27
2826,Chile,1996,0.89
2827,Colombia,1996,1.21
2828,Ecuador,1996,0.39
2829,Peru,1996,0.5
2830,Trinidad & Tobago,1996,0.36
2831,Venezuela,1996,2.55
2832,Central America,1996,0.62
2833,Other Caribbean,1996,1.36
2834,Other South America,1996,0.88
2835,Austria,1996,1.32
2836,Belgium,1996,2.57
2837,Bulgaria,1996,0.97
2838,Croatia,1996,0.34
2839,Cyprus,1996,0.09
2840,Czech Republic,1996,1.81
2841,Denmark,1996,1.04
2842,Estonia,1996,0.24
2843,Finland,1996,1.25
2844,France,1996,10.76
2845,Germany,1996,14.78
2846,Greece,1996,1.17
2847,Hungary,1996,1.05
2848,Iceland,1996,0.09
2849,Ireland,1996,0.5
2850,Italy,1996,6.97
2851,Latvia,1996,0.15
2852,Lithuania,1996,0.39
2853,Luxembourg,1996,0.13
2854,Netherlands,1996,3.66
2855,North Macedonia,1996,0.12
2856,Norway,1996,1.68
2857,Poland,1996,4.19
2858,Portugal,1996,0.9
2859,Romania,1996,1.99
2860,Slovakia,1996,0.76
2861,Slovenia,1996,0.28
2862,Spain,1996,4.56
2863,Sweden,1996,2.28
2864,Switzerland,1996,1.2
2865,Turkey,1996,2.79
2866,Ukraine,1996,6.21
2867,United Kingdom,1996,9.63
2868,Other Europe,1996,1.24
2869,Azerbaijan,1996,0.47
2870,Belarus,1996,0.93
2871,Kazakhstan,1996,1.88
2872,Russian Federation,1996,26.69
2873,Turkmenistan,1996,0.56
2874,Uzbekistan,1996,1.89
2875,Other CIS,1996,0.67
2876,Iran,1996,4.14
2877,Iraq,1996,1.27
2878,Israel,1996,0.73
2879,Kuwait,1996,0.54
2880,Oman,1996,0.24
2881,Qatar,1996,0.41
2882,Saudi Arabia,1996,4.21
2883,United Arab Emirates,1996,1.8
2884,Other Middle East,1996,1.49
2885,Algeria,1996,1.12
2886,Egypt,1996,1.66
2887,Morocco,1996,0.39
2888,South Africa,1996,4.1
2889,Eastern Africa,1996,0.92
2890,Middle Africa,1996,0.31
2891,Western Africa,1996,1.13
2892,Other Northern Africa,1996,0.83
2893,Other Southern Africa,1996,0.1
2894,Australia,1996,4.28
2895,Bangladesh,1996,0.4
2896,China,1996,39.27
2897,China Hong Kong SAR,1996,0.65
2898,India,1996,11.09
2899,Indonesia,1996,3.36
2900,Japan,1996,21.9
2901,Malaysia,1996,1.6
2902,New Zealand,1996,0.78
2903,Pakistan,1996,1.57
2904,Philippines,1996,0.98
2905,Singapore,1996,1.41
2906,South Korea,1996,6.99
2907,Sri Lanka,1996,0.15
2908,Taiwan,1996,2.94
2909,Thailand,1996,2.51
2910,Vietnam,1996,0.52
2911,Other Asia Pacific,1996,1.49
2912,Canada,1997,12.57
2913,Mexico,1997,5.32
2914,United States of America,1997,91.26
2915,Argentina,1997,2.39
2916,Brazil,1997,7.69
2917,Chile,1997,1.01
2918,Colombia,1997,1.25
2919,Ecuador,1997,0.43
2920,Peru,1997,0.5
2921,Trinidad & Tobago,1997,0.36
2922,Venezuela,1997,2.7
2923,Central America,1997,0.65
2924,Other Caribbean,1997,1.44
2925,Other South America,1997,0.95
2926,Austria,1997,1.35
2927,Belgium,1997,2.6
2928,Bulgaria,1997,0.92
2929,Croatia,1997,0.34
2930,Cyprus,1997,0.09
2931,Czech Republic,1997,1.74
2932,Denmark,1997,0.95
2933,Estonia,1997,0.23
2934,Finland,1997,1.27
2935,France,1997,10.61
2936,Germany,1997,14.59
2937,Greece,1997,1.2
2938,Hungary,1997,1.03
2939,Iceland,1997,0.1
2940,Ireland,1997,0.53
2941,Italy,1997,7.09
2942,Latvia,1997,0.15
2943,Lithuania,1997,0.36
2944,Luxembourg,1997,0.12
2945,Netherlands,1997,3.6
2946,North Macedonia,1997,0.11
2947,Norway,1997,1.77
2948,Poland,1997,4.15
2949,Portugal,1997,0.92
2950,Romania,1997,1.88
2951,Slovakia,1997,0.75
2952,Slovenia,1997,0.29
2953,Spain,1997,4.81
2954,Sweden,1997,2.36
2955,Switzerland,1997,1.28
2956,Turkey,1997,2.92
2957,Ukraine,1997,5.99
2958,United Kingdom,1997,9.47
2959,Other Europe,1997,1.33
2960,Azerbaijan,1997,0.45
2961,Belarus,1997,0.94
2962,Kazakhstan,1997,1.65
2963,Russian Federation,1997,25.24
2964,Turkmenistan,1997,0.43
2965,Uzbekistan,1997,1.87
2966,Other CIS,1997,0.63
2967,Iran,1997,4.27
2968,Iraq,1997,1.5
2969,Israel,1997,0.8
2970,Kuwait,1997,0.56
2971,Oman,1997,0.25
2972,Qatar,1997,0.45
2973,Saudi Arabia,1997,4.28
2974,United Arab Emirates,1997,1.88
2975,Other Middle East,1997,1.59
2976,Algeria,1997,1.07
2977,Egypt,1997,1.73
2978,Morocco,1997,0.4
2979,South Africa,1997,4.2
2980,Eastern Africa,1997,0.97
2981,Middle Africa,1997,0.31
2982,Western Africa,1997,1.13
2983,Other Northern Africa,1997,0.87
2984,Other Southern Africa,1997,0.11
2985,Australia,1997,4.38
2986,Bangladesh,1997,0.42
2987,China,1997,39.53
2988,China Hong Kong SAR,1997,0.66
2989,India,1997,11.71
2990,Indonesia,1997,3.65
2991,Japan,1997,22.32
2992,Malaysia,1997,1.86
2993,New Zealand,1997,0.79
2994,Pakistan,1997,1.52
2995,Philippines,1997,1.05
2996,Singapore,1997,1.49
2997,South Korea,1997,7.67
2998,Sri Lanka,1997,0.16
2999,Taiwan,1997,3.11
3000,Thailand,1997,2.64
3001,Vietnam,1997,0.6
3002,Other Asia Pacific,1997,1.47
3003,Canada,1998,12.39
3004,Mexico,1998,5.55
3005,United States of America,1998,91.84
3006,Argentina,1998,2.48
3007,Brazil,1998,7.97
3008,Chile,1998,1.01
3009,Colombia,1998,1.25
3010,Ecuador,1998,0.44
3011,Peru,1998,0.5
3012,Trinidad & Tobago,1998,0.37
3013,Venezuela,1998,2.86
3014,Central America,1998,0.72
3015,Other Caribbean,1998,1.49
3016,Other South America,1998,0.99
3017,Austria,1998,1.37
3018,Belgium,1998,2.65
3019,Bulgaria,1998,0.89
3020,Croatia,1998,0.36
3021,Cyprus,1998,0.1
3022,Czech Republic,1998,1.69
3023,Denmark,1998,0.91
3024,Estonia,1998,0.21
3025,Finland,1998,1.31
3026,France,1998,10.85
3027,Germany,1998,14.47
3028,Greece,1998,1.28
3029,Hungary,1998,1.04
3030,Iceland,1998,0.1
3031,Ireland,1998,0.57
3032,Italy,1998,7.25
3033,Latvia,1998,0.16
3034,Lithuania,1998,0.38
3035,Luxembourg,1998,0.12
3036,Netherlands,1998,3.62
3037,North Macedonia,1998,0.12
3038,Norway,1998,1.84
3039,Poland,1998,3.98
3040,Portugal,1998,1.0
3041,Romania,1998,1.72
3042,Slovakia,1998,0.75
3043,Slovenia,1998,0.29
3044,Spain,1998,5.04
3045,Sweden,1998,2.56
3046,Switzerland,1998,1.29
3047,Turkey,1998,2.99
3048,Ukraine,1998,5.78
3049,United Kingdom,1998,9.57
3050,Other Europe,1998,1.35
3051,Azerbaijan,1998,0.46
3052,Belarus,1998,0.92
3053,Kazakhstan,1998,1.56
3054,Russian Federation,1998,25.19
3055,Turkmenistan,1998,0.54
3056,Uzbekistan,1998,1.86
3057,Other CIS,1998,0.63
3058,Iran,1998,4.45
3059,Iraq,1998,1.12
3060,Israel,1998,0.84
3061,Kuwait,1998,0.69
3062,Oman,1998,0.26
3063,Qatar,1998,0.49
3064,Saudi Arabia,1998,4.51
3065,United Arab Emirates,1998,1.92
3066,Other Middle East,1998,1.73
3067,Algeria,1998,1.11
3068,Egypt,1998,1.8
3069,Morocco,1998,0.41
3070,South Africa,1998,4.12
3071,Eastern Africa,1998,1.03
3072,Middle Africa,1998,0.3
3073,Western Africa,1998,1.15
3074,Other Northern Africa,1998,0.9
3075,Other Southern Africa,1998,0.12
3076,Australia,1998,4.49
3077,Bangladesh,1998,0.45
3078,China,1998,39.6
3079,China Hong Kong SAR,1998,0.67
3080,India,1998,12.42
3081,Indonesia,1998,3.58
3082,Japan,1998,21.88
3083,Malaysia,1998,1.78
3084,New Zealand,1998,0.79
3085,Pakistan,1998,1.63
3086,Philippines,1998,1.07
3087,Singapore,1998,1.51
3088,South Korea,1998,7.02
3089,Sri Lanka,1998,0.17
3090,Taiwan,1998,3.3
3091,Thailand,1998,2.43
3092,Vietnam,1998,0.65
3093,Other Asia Pacific,1998,1.41
3094,Canada,1999,12.78
3095,Mexico,1999,5.63
3096,United States of America,1999,93.47
3097,Argentina,1999,2.51
3098,Brazil,1999,8.11
3099,Chile,1999,1.06
3100,Colombia,1999,1.16
3101,Ecuador,1999,0.4
3102,Peru,1999,0.52
3103,Trinidad & Tobago,1999,0.41
3104,Venezuela,1999,2.86
3105,Central America,1999,0.75
3106,Other Caribbean,1999,1.45
3107,Other South America,1999,0.99
3108,Austria,1999,1.4
3109,Belgium,1999,2.63
3110,Bulgaria,1999,0.77
3111,Croatia,1999,0.37
3112,Cyprus,1999,0.1
3113,Czech Republic,1999,1.62
3114,Denmark,1999,0.89
3115,Estonia,1999,0.19
3116,Finland,1999,1.29
3117,France,1999,11.05
3118,Germany,1999,14.27
3119,Greece,1999,1.28
3120,Hungary,1999,1.04
3121,Iceland,1999,0.11
3122,Ireland,1999,0.6
3123,Italy,1999,7.46
3124,Latvia,1999,0.14
3125,Lithuania,1999,0.32
3126,Luxembourg,1999,0.13
3127,Netherlands,1999,3.58
3128,North Macedonia,1999,0.12
3129,Norway,1999,1.89
3130,Poland,1999,3.9
3131,Portugal,1999,1.02
3132,Romania,1999,1.52
3133,Slovakia,1999,0.76
3134,Slovenia,1999,0.29
3135,Spain,1999,5.2
3136,Sweden,1999,2.48
3137,Switzerland,1999,1.34
3138,Turkey,1999,2.91
3139,Ukraine,1999,5.69
3140,United Kingdom,1999,9.52
3141,Other Europe,1999,1.23
3142,Azerbaijan,1999,0.45
3143,Belarus,1999,0.89
3144,Kazakhstan,1999,1.47
3145,Russian Federation,1999,25.51
3146,Turkmenistan,1999,0.51
3147,Uzbekistan,1999,2.11
3148,Other CIS,1999,0.6
3149,Iran,1999,4.79
3150,Iraq,1999,0.81
3151,Israel,1999,0.87
3152,Kuwait,1999,0.71
3153,Oman,1999,0.3
3154,Qatar,1999,0.54
3155,Saudi Arabia,1999,4.59
3156,United Arab Emirates,1999,1.94
3157,Other Middle East,1999,1.75
3158,Algeria,1999,1.12
3159,Egypt,1999,1.93
3160,Morocco,1999,0.43
3161,South Africa,1999,4.26
3162,Eastern Africa,1999,1.06
3163,Middle Africa,1999,0.31
3164,Western Africa,1999,1.15
3165,Other Northern Africa,1999,0.89
3166,Other Southern Africa,1999,0.13
3167,Australia,1999,4.67
3168,Bangladesh,1999,0.46
3169,China,1999,40.99
3170,China Hong Kong SAR,1999,0.68
3171,India,1999,12.78
3172,Indonesia,1999,3.91
3173,Japan,1999,22.23
3174,Malaysia,1999,1.91
3175,New Zealand,1999,0.79
3176,Pakistan,1999,1.71
3177,Philippines,1999,1.09
3178,Singapore,1999,1.49
3179,South Korea,1999,7.64
3180,Sri Lanka,1999,0.18
3181,Taiwan,1999,3.45
3182,Thailand,1999,2.58
3183,Vietnam,1999,0.68
3184,Other Asia Pacific,1999,1.49
3185,Canada,2000,13.13
3186,Mexico,2000,5.89
3187,United States of America,2000,95.56
3188,Argentina,2000,2.52
3189,Brazil,2000,8.26
3190,Chile,2000,1.12
3191,Colombia,2000,1.13
3192,Ecuador,2000,0.37
3193,Peru,2000,0.54
3194,Trinidad & Tobago,2000,0.43
3195,Venezuela,2000,2.95
3196,Central America,2000,0.78
3197,Other Caribbean,2000,1.65
3198,Other South America,2000,0.98
3199,Austria,2000,1.41
3200,Belgium,2000,2.68
3201,Bulgaria,2000,0.78
3202,Croatia,2000,0.35
3203,Cyprus,2000,0.11
3204,Czech Republic,2000,1.71
3205,Denmark,2000,0.85
3206,Estonia,2000,0.2
3207,Finland,2000,1.29
3208,France,2000,11.19
3209,Germany,2000,14.36
3210,Greece,2000,1.34
3211,Hungary,2000,1.01
3212,Iceland,2000,0.12
3213,Ireland,2000,0.62
3214,Italy,2000,7.56
3215,Latvia,2000,0.14
3216,Lithuania,2000,0.28
3217,Luxembourg,2000,0.13
3218,Netherlands,2000,3.62
3219,North Macedonia,2000,0.11
3220,Norway,2000,2.09
3221,Poland,2000,3.66
3222,Portugal,2000,1.06
3223,Romania,2000,1.51
3224,Slovakia,2000,0.79
3225,Slovenia,2000,0.28
3226,Spain,2000,5.5
3227,Sweden,2000,2.3
3228,Switzerland,2000,1.31
3229,Turkey,2000,3.11
3230,Ukraine,2000,5.71
3231,United Kingdom,2000,9.59
3232,Other Europe,2000,1.32
3233,Azerbaijan,2000,0.47
3234,Belarus,2000,0.92
3235,Kazakhstan,2000,1.33
3236,Russian Federation,2000,25.97
3237,Turkmenistan,2000,0.43
3238,Uzbekistan,2000,2.16
3239,Other CIS,2000,0.58
3240,Iran,2000,5.03
3241,Iraq,2000,1.16
3242,Israel,2000,0.82
3243,Kuwait,2000,0.76
3244,Oman,2000,0.41
3245,Qatar,2000,0.48
3246,Saudi Arabia,2000,4.81
3247,United Arab Emirates,2000,1.93
3248,Other Middle East,2000,1.77
3249,Algeria,2000,1.08
3250,Egypt,2000,2.05
3251,Morocco,2000,0.42
3252,South Africa,2000,4.27
3253,Eastern Africa,2000,1.06
3254,Middle Africa,2000,0.34
3255,Western Africa,2000,1.23
3256,Other Northern Africa,2000,0.96
3257,Other Southern Africa,2000,0.13
3258,Australia,2000,4.7
3259,Bangladesh,2000,0.49
3260,China,2000,42.48
3261,China Hong Kong SAR,2000,0.71
3262,India,2000,13.42
3263,Indonesia,2000,4.19
3264,Japan,2000,22.47
3265,Malaysia,2000,2.2
3266,New Zealand,2000,0.83
3267,Pakistan,2000,1.74
3268,Philippines,2000,1.09
3269,Singapore,2000,1.59
3270,South Korea,2000,8.09
3271,Sri Lanka,2000,0.19
3272,Taiwan,2000,3.68
3273,Thailand,2000,2.67
3274,Vietnam,2000,0.77
3275,Other Asia Pacific,2000,1.59
3276,Canada,2001,12.86
3277,Mexico,2001,5.82
3278,United States of America,2001,93.29
3279,Argentina,2001,2.46
3280,Brazil,2001,8.07
3281,Chile,2001,1.13
3282,Colombia,2001,1.11
3283,Ecuador,2001,0.38
3284,Peru,2001,0.53
3285,Trinidad & Tobago,2001,0.46
3286,Venezuela,2001,3.06
3287,Central America,2001,0.81
3288,Other Caribbean,2001,1.68
3289,Other South America,2001,0.9
3290,Austria,2001,1.46
3291,Belgium,2001,2.65
3292,Bulgaria,2001,0.81
3293,Croatia,2001,0.37
3294,Cyprus,2001,0.11
3295,Czech Republic,2001,1.75
3296,Denmark,2001,0.85
3297,Estonia,2001,0.21
3298,Finland,2001,1.32
3299,France,2001,11.32
3300,Germany,2001,14.63
3301,Greece,2001,1.35
3302,Hungary,2001,1.03
3303,Iceland,2001,0.12
3304,Ireland,2001,0.66
3305,Italy,2001,7.55
3306,Latvia,2001,0.15
3307,Lithuania,2001,0.33
3308,Luxembourg,2001,0.14
3309,Netherlands,2001,3.76
3310,North Macedonia,2001,0.1
3311,Norway,2001,1.89
3312,Poland,2001,3.64
3313,Portugal,2001,1.07
3314,Romania,2001,1.53
3315,Slovakia,2001,0.81
3316,Slovenia,2001,0.3
3317,Spain,2001,5.75
3318,Sweden,2001,2.47
3319,Switzerland,2001,1.4
3320,Turkey,2001,2.83
3321,Ukraine,2001,5.63
3322,United Kingdom,2001,9.68
3323,Other Europe,2001,1.37
3324,Azerbaijan,2001,0.46
3325,Belarus,2001,0.89
3326,Kazakhstan,2001,1.5
3327,Russian Federation,2001,26.38
3328,Turkmenistan,2001,0.54
3329,Uzbekistan,2001,2.17
3330,Other CIS,2001,0.57
3331,Iran,2001,5.37
3332,Iraq,2001,1.3
3333,Israel,2001,0.82
3334,Kuwait,2001,0.77
3335,Oman,2001,0.46
3336,Qatar,2001,0.46
3337,Saudi Arabia,2001,5.12
3338,United Arab Emirates,2001,1.95
3339,Other Middle East,2001,1.82
3340,Algeria,2001,1.12
3341,Egypt,2001,2.14
3342,Morocco,2001,0.46
3343,South Africa,2001,4.29
3344,Eastern Africa,2001,1.14
3345,Middle Africa,2001,0.35
3346,Western Africa,2001,1.34
3347,Other Northern Africa,2001,0.98
3348,Other Southern Africa,2001,0.14
3349,Australia,2001,4.74
3350,Bangladesh,2001,0.56
3351,China,2001,44.89
3352,China Hong Kong SAR,2001,0.9
3353,India,2001,13.48
3354,Indonesia,2001,4.49
3355,Japan,2001,22.26
3356,Malaysia,2001,2.25
3357,New Zealand,2001,0.82
3358,Pakistan,2001,1.78
3359,Philippines,2001,1.07
3360,Singapore,2001,1.81
3361,South Korea,2001,8.28
3362,Sri Lanka,2001,0.19
3363,Taiwan,2001,3.8
3364,Thailand,2001,2.82
3365,Vietnam,2001,0.87
3366,Other Asia Pacific,2001,1.63
3367,Canada,2002,13.3
3368,Mexico,2002,6.0
3369,United States of America,2002,94.67
3370,Argentina,2002,2.36
3371,Brazil,2002,8.27
3372,Chile,2002,1.17
3373,Colombia,2002,1.11
3374,Ecuador,2002,0.37
3375,Peru,2002,0.54
3376,Trinidad & Tobago,2002,0.5
3377,Venezuela,2002,3.1
3378,Central America,2002,0.82
3379,Other Caribbean,2002,1.72
3380,Other South America,2002,0.93
3381,Austria,2002,1.46
3382,Belgium,2002,2.64
3383,Bulgaria,2002,0.79
3384,Croatia,2002,0.37
3385,Cyprus,2002,0.11
3386,Czech Republic,2002,1.75
3387,Denmark,2002,0.85
3388,Estonia,2002,0.21
3389,Finland,2002,1.33
3390,France,2002,11.21
3391,Germany,2002,14.44
3392,Greece,2002,1.35
3393,Hungary,2002,1.02
3394,Iceland,2002,0.13
3395,Ireland,2002,0.65
3396,Italy,2002,7.5
3397,Latvia,2002,0.15
3398,Lithuania,2002,0.35
3399,Luxembourg,2002,0.16
3400,Netherlands,2002,3.77
3401,North Macedonia,2002,0.1
3402,Norway,2002,1.97
3403,Poland,2002,3.6
3404,Portugal,2002,1.06
3405,Romania,2002,1.59
3406,Slovakia,2002,0.82
3407,Slovenia,2002,0.29
3408,Spain,2002,5.81
3409,Sweden,2002,2.31
3410,Switzerland,2002,1.3
3411,Turkey,2002,3.09
3412,Ukraine,2002,5.59
3413,United Kingdom,2002,9.48
3414,Other Europe,2002,1.44
3415,Azerbaijan,2002,0.45
3416,Belarus,2002,0.92
3417,Kazakhstan,2002,1.53
3418,Russian Federation,2002,26.27
3419,Turkmenistan,2002,0.46
3420,Uzbekistan,2002,2.22
3421,Other CIS,2002,0.57
3422,Iran,2002,5.85
3423,Iraq,2002,1.23
3424,Israel,2002,0.83
3425,Kuwait,2002,0.82
3426,Oman,2002,0.5
3427,Qatar,2002,0.51
3428,Saudi Arabia,2002,5.33
3429,United Arab Emirates,2002,2.13
3430,Other Middle East,2002,1.89
3431,Algeria,2002,1.16
3432,Egypt,2002,2.2
3433,Morocco,2002,0.47
3434,South Africa,2002,4.18
3435,Eastern Africa,2002,1.17
3436,Middle Africa,2002,0.4
3437,Western Africa,2002,1.47
3438,Other Northern Africa,2002,0.98
3439,Other Southern Africa,2002,0.14
3440,Australia,2002,4.83
3441,Bangladesh,2002,0.58
3442,China,2002,48.89
3443,China Hong Kong SAR,2002,0.88
3444,India,2002,13.92
3445,Indonesia,2002,4.61
3446,Japan,2002,22.29
3447,Malaysia,2002,2.37
3448,New Zealand,2002,0.85
3449,Pakistan,2002,1.85
3450,Philippines,2002,1.06
3451,Singapore,2002,1.78
3452,South Korea,2002,8.66
3453,Sri Lanka,2002,0.19
3454,Taiwan,2002,3.95
3455,Thailand,2002,3.05
3456,Vietnam,2002,0.95
3457,Other Asia Pacific,2002,1.6
3458,Canada,2003,13.36
3459,Mexico,2003,6.04
3460,United States of America,2003,94.97
3461,Argentina,2003,2.53
3462,Brazil,2003,8.43
3463,Chile,2003,1.16
3464,Colombia,2003,1.15
3465,Ecuador,2003,0.38
3466,Peru,2003,0.53
3467,Trinidad & Tobago,2003,0.56
3468,Venezuela,2003,2.89
3469,Central America,2003,0.85
3470,Other Caribbean,2003,1.73
3471,Other South America,2003,0.98
3472,Austria,2003,1.48
3473,Belgium,2003,2.74
3474,Bulgaria,2003,0.82
3475,Croatia,2003,0.38
3476,Cyprus,2003,0.12
3477,Czech Republic,2003,1.85
3478,Denmark,2003,0.92
3479,Estonia,2003,0.23
3480,Finland,2003,1.42
3481,France,2003,11.32
3482,Germany,2003,14.44
3483,Greece,2003,1.43
3484,Hungary,2003,1.02
3485,Iceland,2003,0.13
3486,Ireland,2003,0.64
3487,Italy,2003,7.74
3488,Latvia,2003,0.15
3489,Lithuania,2003,0.37
3490,Luxembourg,2003,0.16
3491,Netherlands,2003,3.79
3492,North Macedonia,2003,0.12
3493,Norway,2003,1.74
3494,Poland,2003,3.72
3495,Portugal,2003,1.09
3496,Romania,2003,1.59
3497,Slovakia,2003,0.79
3498,Slovenia,2003,0.29
3499,Spain,2003,6.14
3500,Sweden,2003,2.21
3501,Switzerland,2003,1.29
3502,Turkey,2003,3.28
3503,Ukraine,2003,5.73
3504,United Kingdom,2003,9.63
3505,Other Europe,2003,1.52
3506,Azerbaijan,2003,0.49
3507,Belarus,2003,0.92
3508,Kazakhstan,2003,1.67
3509,Russian Federation,2003,26.81
3510,Turkmenistan,2003,0.63
3511,Uzbekistan,2003,2.04
3512,Other CIS,2003,0.6
3513,Iran,2003,5.96
3514,Iraq,2003,1.09
3515,Israel,2003,0.86
3516,Kuwait,2003,0.98
3517,Oman,2003,0.51
3518,Qatar,2003,0.59
3519,Saudi Arabia,2003,5.65
3520,United Arab Emirates,2003,2.27
3521,Other Middle East,2003,1.97
3522,Algeria,2003,1.21
3523,Egypt,2003,2.33
3524,Morocco,2003,0.47
3525,South Africa,2003,4.53
3526,Eastern Africa,2003,1.18
3527,Middle Africa,2003,0.43
3528,Western Africa,2003,1.45
3529,Other Northern Africa,2003,1.01
3530,Other Southern Africa,2003,0.14
3531,Australia,2003,4.9
3532,Bangladesh,2003,0.61
3533,China,2003,56.95
3534,China Hong Kong SAR,2003,0.91
3535,India,2003,14.41
3536,Indonesia,2003,5.0
3537,Japan,2003,22.21
3538,Malaysia,2003,2.57
3539,New Zealand,2003,0.82
3540,Pakistan,2003,2.02
3541,Philippines,2003,1.1
3542,Singapore,2003,1.68
3543,South Korea,2003,8.94
3544,Sri Lanka,2003,0.2
3545,Taiwan,2003,4.13
3546,Thailand,2003,3.28
3547,Vietnam,2003,1.03
3548,Other Asia Pacific,2003,1.7
3549,Canada,2004,13.57
3550,Mexico,2004,6.37
3551,United States of America,2004,96.83
3552,Argentina,2004,2.68
3553,Brazil,2004,8.83
3554,Chile,2004,1.22
3555,Colombia,2004,1.17
3556,Ecuador,2004,0.41
3557,Peru,2004,0.57
3558,Trinidad & Tobago,2004,0.62
3559,Venezuela,2004,3.14
3560,Central America,2004,0.88
3561,Other Caribbean,2004,1.74
3562,Other South America,2004,0.96
3563,Austria,2004,1.5
3564,Belgium,2004,2.75
3565,Bulgaria,2004,0.79
3566,Croatia,2004,0.4
3567,Cyprus,2004,0.11
3568,Czech Republic,2004,1.9
3569,Denmark,2004,0.87
3570,Estonia,2004,0.23
3571,Finland,2004,1.42
3572,France,2004,11.42
3573,Germany,2004,14.44
3574,Greece,2004,1.43
3575,Hungary,2004,1.04
3576,Iceland,2004,0.13
3577,Ireland,2004,0.65
3578,Italy,2004,7.91
3579,Latvia,2004,0.16
3580,Lithuania,2004,0.37
3581,Luxembourg,2004,0.19
3582,Netherlands,2004,3.92
3583,North Macedonia,2004,0.11
3584,Norway,2004,1.77
3585,Poland,2004,3.75
3586,Portugal,2004,1.07
3587,Romania,2004,1.65
3588,Slovakia,2004,0.77
3589,Slovenia,2004,0.31
3590,Spain,2004,6.37
3591,Sweden,2004,2.39
3592,Switzerland,2004,1.27
3593,Turkey,2004,3.51
3594,Ukraine,2004,5.71
3595,United Kingdom,2004,9.68
3596,Other Europe,2004,1.65
3597,Azerbaijan,2004,0.55
3598,Belarus,2004,1.03
3599,Kazakhstan,2004,1.78
3600,Russian Federation,2004,27.05
3601,Turkmenistan,2004,0.63
3602,Uzbekistan,2004,2.03
3603,Other CIS,2004,0.65
3604,Iran,2004,6.6
3605,Iraq,2004,1.17
3606,Israel,2004,0.88
3607,Kuwait,2004,1.09
3608,Oman,2004,0.48
3609,Qatar,2004,0.71
3610,Saudi Arabia,2004,6.13
3611,United Arab Emirates,2004,2.43
3612,Other Middle East,2004,2.04
3613,Algeria,2004,1.26
3614,Egypt,2004,2.46
3615,Morocco,2004,0.53
3616,South Africa,2004,4.94
3617,Eastern Africa,2004,1.26
3618,Middle Africa,2004,0.47
3619,Western Africa,2004,1.49
3620,Other Northern Africa,2004,1.09
3621,Other Southern Africa,2004,0.14
3622,Australia,2004,5.06
3623,Bangladesh,2004,0.63
3624,China,2004,66.63
3625,China Hong Kong SAR,2004,1.01
3626,India,2004,15.65
3627,Indonesia,2004,4.95
3628,Japan,2004,22.47
3629,Malaysia,2004,2.78
3630,New Zealand,2004,0.85
3631,Pakistan,2004,2.24
3632,Philippines,2004,1.14
3633,Singapore,2004,1.88
3634,South Korea,2004,9.15
3635,Sri Lanka,2004,0.19
3636,Taiwan,2004,4.3
3637,Thailand,2004,3.56
3638,Vietnam,2004,1.25
3639,Other Asia Pacific,2004,1.73
3640,Canada,2005,13.66
3641,Mexico,2005,6.78
3642,United States of America,2005,96.88
3643,Argentina,2005,2.85
3644,Brazil,2005,9.08
3645,Chile,2005,1.27
3646,Colombia,2005,1.17
3647,Ecuador,2005,0.43
3648,Peru,2005,0.59
3649,Trinidad & Tobago,2005,0.66
3650,Venezuela,2005,3.24
3651,Central America,2005,0.88
3652,Other Caribbean,2005,1.75
3653,Other South America,2005,0.97
3654,Austria,2005,1.53
3655,Belgium,2005,2.72
3656,Bulgaria,2005,0.86
3657,Croatia,2005,0.39
3658,Cyprus,2005,0.13
3659,Czech Republic,2005,1.87
3660,Denmark,2005,0.84
3661,Estonia,2005,0.23
3662,Finland,2005,1.29
3663,France,2005,11.35
3664,Germany,2005,14.27
3665,Greece,2005,1.44
